Name,Weapon Type,Archetype,Slot,WeaponID,Stability,Handling,Range,Aim Assistance,Airborne Effectiveness,Recoil Direction,Zoom,Magazine Size,Impact,Reload Speed,Rounds Per Minute,Draw Time,Accuracy,Charge Time,Velocity,Blast Radius,Shield Duration,Guard Resistance,Guard Efficiency,Swing Speed,Charge Rate,Ocurrences,Voltshot present in any Column,Turnabout present in any Column,High-Impact Reserves present in any Column,Unstoppable Force present in any Column,Flash Counter present in any Column,Perfect Float present in any Column,Clown Cartridge present in any Column,Trench Barrel present in any Column,Zen Moment present in any Column,Chain Reaction present in any Column,Offhand Strike present in any Column,Killing Wind present in any Column,Fragile Focus present in any Column,Multikill Clip present in any Column,Box Breathing present in any Column,Shot Swap present in any Column,Tireless Blade present in any Column,Golden Tricorn present in any Column,Ensemble present in any Column,Successful Warm-Up present in any Column,One-Two Punch present in any Column,Magnificent Howl present in any Column,Thresh present in any Column,Feeding Frenzy present in any Column,Killing Tally present in any Column,Rangefinder present in any Column,Dragonfly present in any Column,No Distractions present in any Column,Field Prep present in any Column,Full Court present in any Column,Focused Fury present in any Column,Tunnel Vision present in any Column,Chill Clip present in any Column,Osmosis present in any Column,Counterattack present in any Column,Explosive Payload present in any Column,Desperado present in any Column,Bait and Switch present in any Column,Master of Arms present in any Column,Genesis present in any Column,Unrelenting present in any Column,Outlaw present in any Column,Slideshot present in any Column,Explosive Light present in any Column,Redirection present in any Column,Shield Disorient present in any Column,Auto-Loading Holster present in any Column,Mulligan present in any Column,Sympathetic Arsenal present in any Column,Explosive Head present in any Column,Triple Tap present in any Column,Rewind Rounds present in any Column,Rampage present in any Column,Surplus present in any Column,Elemental Capacitor present in any Column,Demolitionist present in any Column,Tilting at Windmills present in any Column,Wellspring present in any Column,Overflow present in any Column,Adagio present in any Column,Shoot to Loot present in any Column,Duelist's Trance present in any Column,Surrounded present in any Column,Micro-Missile present in any Column,Air Assault present in any Column,Firefly present in any Column,Whirlwind Blade present in any Column,Lasting Impression present in any Column,Tracking Module present in any Column,One for All present in any Column,Threat Detector present in any Column,Swashbuckler present in any Column,Frenzy present in any Column,Iron Gaze present in any Column,Bottomless Grief present in any Column,Full Auto Trigger System present in any Column,Incandescent present in any Column,Iron Grip present in any Column,Adrenaline Junkie present in any Column,Dual Loader present in any Column,Opening Shot present in any Column,Onslaught present in any Column,Headstone present in any Column,Reversal of Fortune present in any Column,Archer's Tempo present in any Column,Underdog present in any Column,Rapid Hit present in any Column,Firmly Planted present in any Column,Assassin's Blade present in any Column,Harmony present in any Column,Blunt Execution Rounds present in any Column,Headseeker present in any Column,Recombination present in any Column,Steady Hands present in any Column,Moving Target present in any Column,Iron Reach present in any Column,Compulsive Reloader present in any Column,Pugilist present in any Column,Eye of the Storm present in any Column,Quickdraw present in any Column,Well-Rounded present in any Column,Repulsor Brace present in any Column,Sneak Bow present in any Column,Impulse Amplifier present in any Column,Snapshot Sights present in any Column,Danger Zone present in any Column,Pulse Monitor present in any Column,Kill Clip present in any Column,Adaptive Munitions present in any Column,Encore present in any Column,Celerity present in any Column,Cluster Bomb present in any Column,Fourth Time's the Charm present in any Column,Dynamic Sway Reduction present in any Column,Gutshot Straight present in any Column,Reservoir Burst present in any Column,Perpetual Motion present in any Column,Reconstruction present in any Column,Vorpal Weapon present in any Column,Lead from Gold present in any Column,Heating Up present in any Column,Stats for All present in any Column,Backup Plan present in any Column,Grave Robber present in any Column,Under Pressure present in any Column,Disruption Break present in any Column,En Garde present in any Column,Relentless Strikes present in any Column,Kickstart present in any Column,Firing Line present in any Column,Cornered present in any Column,Subsistence present in any Column,Slickdraw present in any Column,Hip-Fire Grip present in any Column,Under-Over present in any Column,Tap the Trigger present in any Column,Meganeura present in any Column,Timed Payload present in any Column,Ambitious Assassin present in any Column,Energy Transfer present in any Column,Slideways present in any Column,Eager Edge present in any Column,Usage Rate in Slot (%),Global Usage Rate (%),Popularity Category
The Guiding Sight,Scout Rifle,High-Impact Frame,Primary,1641430382,24,27,65,30,10,75,21,13,67,36,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.046490004649000466,0.026476039184537992,Unpopular
The Title,Submachine Gun,Aggressive Frame,Primary,294129361,20,48,40,32,21,85,15,28,22,23,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.16736401673640167,0.09531374106433678,Niche
Hammerhead,Machine Gun,Adaptive Frame,Power,603242241,60,50,60,90,6,75,15,60,41,64,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.8568548387096774,0.09001853322742918,Niche
Spare Rations,Hand Cannon,Adaptive Frame,Primary,3116356268,47,71,36,83,10,100,14,13,84,56,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.07438400743840075,0.042361662695260795,Unpopular
Seventh Seraph Officer Revolver,Hand Cannon,Precision Frame,Primary,3037520408,52,30,28,68,10,84,14,11,78,49,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.046490004649000466,0.026476039184537992,Unpopular
Go Figure,Pulse Rifle,Aggressive Burst,Primary,4138174248,57,25,69,40,10,69,18,40,35,33,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.02789400278940028,0.015885623510722795,Unpopular
Pardon Our Dust,Grenade Launcher,Lightweight Frame,Special,3849810018,28,68,-1,75,2,77,13,1,-1,69,90,-1,-1,-1,73,100,-1,-1,-1,-1,-1,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3416856492027335,0.11119936457505958,Niche
Minimum Distance,Sidearm,Precision Frame,Primary,1911843789,44,34,50,84,12,93,12,9,51,21,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009298000929800094,0.005295207836907599,Unpopular
Truthteller,Grenade Launcher,Lightweight Frame,Special,1946491241,18,69,-1,79,2,70,13,1,-1,71,90,-1,-1,-1,74,100,-1,-1,-1,-1,-1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195248942401562,0.06354249404289118,Niche
Arc Logic,Auto Rifle,Adaptive Frame,Primary,2723909519,34,64,38,65,10,47,16,41,21,56,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.037192003719200374,0.021180831347630397,Unpopular
Tongeren-LR3,Sniper Rifle,Rapid-Fire Frame,Special,4157959956,31,62,25,66,-1,48,35,5,55,52,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03254149040026033,0.010590415673815199,Unpopular
Seventh Seraph Carbine,Auto Rifle,Precision Frame,Primary,1561006927,39,39,58,34,10,74,16,34,29,41,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.17666201766620176,0.10060894890124437,Niche
Parcel of Stardust,Shotgun,Lightweight Frame,Special,2217366863,39,68,46,52,2,53,12,6,65,56,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03254149040026033,0.010590415673815199,Unpopular
Salvager's Salvo,Grenade Launcher,Lightweight Frame,Special,2060863616,26,70,-1,70,2,75,13,1,-1,70,90,-1,-1,-1,70,100,-1,-1,-1,-1,-1,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3742271396029938,0.12178978024887477,Niche
Rest for the Wicked,Sword,Adaptive Frame,Power,2891976013,-1,-1,40,-1,-1,-1,0,40,60,-1,-1,-1,-1,20,-1,-1,-1,0,0,40,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15120967741935484,0.015885623510722795,Unpopular
Code Duello,Rocket Launcher,High-Impact Frame,Power,2496242052,58,69,-1,62,3,52,20,1,-1,35,15,-1,-1,-1,42,90,-1,-1,-1,-1,-1,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.3608870967741935,0.14297061159650515,Niche
Bonechiller,Shotgun,Pinpoint Slug Frame,Special,4037745684,41,36,56,61,2,60,12,5,70,42,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.1464367068011715,0.04765687053216839,Unpopular
The Wizened Rebuke,Fusion Rifle,High-Impact Frame,Special,1999697514,28,22,51,62,4,72,15,5,95,20,-1,-1,-1,960,-1,-1,-1,-1,-1,-1,-1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.22779043280182232,0.07413290971670637,Niche
A Sudden Death,Shotgun,Aggressive Frame,Special,1879212552,26,24,24,30,2,74,12,5,80,32,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03254149040026033,0.010590415673815199,Unpopular
The Mountaintop,Grenade Launcher,Lightweight Frame,Special,3993415705,23,69,-1,75,2,62,13,1,-1,63,90,-1,-1,-1,75,100,-1,-1,-1,-1,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11389521640091116,0.037066454858353186,Unpopular
Wishbringer,Shotgun,Rapid-Fire Frame,Special,3356526253,31,32,30,68,2,43,12,7,65,48,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.097624471200781,0.03177124702144559,Unpopular
Forbearance (Adept),Grenade Launcher,Wave Frame,Special,4038592169,27,70,-1,79,4,73,13,1,-1,71,72,-1,-1,-1,74,100,-1,-1,-1,-1,-1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488122356003905,0.015885623510722795,Unpopular
True Prophecy,Hand Cannon,Aggressive Frame,Primary,2742838700,22,30,58,62,10,93,14,9,92,22,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2603440260344026,0.14826581943341274,Niche
Jurassic Green,Pulse Rifle,Rapid-Fire Frame,Primary,2261046232,41,19,27,76,15,50,17,35,23,27,540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.10227801022780103,0.05824728620598359,Niche
Archon's Thunder,Machine Gun,High-Impact Frame,Power,1967303408,17,33,64,27,14,76,16,44,70,33,360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5040322580645161,0.052952078369075985,Unpopular
Contingency Plan,Scout Rifle,Rapid-Fire Frame,Primary,577528837,45,20,25,66,10,53,20,17,45,26,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.16736401673640167,0.09531374106433678,Niche
Enigma's Draw,Sidearm,Precision Frame,Primary,1723380073,42,32,49,86,12,90,12,12,51,20,260,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08368200836820083,0.04765687053216839,Unpopular
Pointed Inquiry,Scout Rifle,High-Impact Frame,Primary,297296830,22,25,68,28,14,74,21,13,67,32,150,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16736401673640167,0.09531374106433678,Niche
Ignition Code,Grenade Launcher,Lightweight Frame,Special,304659313,28,64,-1,71,2,75,13,1,-1,64,90,-1,-1,-1,72,100,-1,-1,-1,-1,-1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16270745200130166,0.052952078369075985,Unpopular
Posterity,Hand Cannon,Precision Frame,Primary,3281285075,60,36,39,79,22,100,14,13,78,57,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046490004649000466,0.026476039184537992,Unpopular
