Name,Weapon Type,Archetype,Slot,WeaponID,Stability,Handling,Range,Aim Assistance,Airborne Effectiveness,Recoil Direction,Zoom,Magazine Size,Impact,Reload Speed,Rounds Per Minute,Draw Time,Accuracy,Charge Time,Velocity,Blast Radius,Shield Duration,Guard Resistance,Guard Efficiency,Swing Speed,Charge Rate,Ocurrences,Voltshot present in any Column,Turnabout present in any Column,High-Impact Reserves present in any Column,Unstoppable Force present in any Column,Flash Counter present in any Column,Perfect Float present in any Column,Clown Cartridge present in any Column,Trench Barrel present in any Column,Zen Moment present in any Column,Chain Reaction present in any Column,Offhand Strike present in any Column,Killing Wind present in any Column,Fragile Focus present in any Column,Multikill Clip present in any Column,Box Breathing present in any Column,Shot Swap present in any Column,Tireless Blade present in any Column,Golden Tricorn present in any Column,Ensemble present in any Column,Successful Warm-Up present in any Column,One-Two Punch present in any Column,Magnificent Howl present in any Column,Thresh present in any Column,Feeding Frenzy present in any Column,Killing Tally present in any Column,Rangefinder present in any Column,Dragonfly present in any Column,No Distractions present in any Column,Field Prep present in any Column,Full Court present in any Column,Focused Fury present in any Column,Tunnel Vision present in any Column,Chill Clip present in any Column,Osmosis present in any Column,Counterattack present in any Column,Explosive Payload present in any Column,Desperado present in any Column,Bait and Switch present in any Column,Master of Arms present in any Column,Genesis present in any Column,Unrelenting present in any Column,Outlaw present in any Column,Slideshot present in any Column,Explosive Light present in any Column,Redirection present in any Column,Paracausal Affinity present in any Column,Shield Disorient present in any Column,Auto-Loading Holster present in any Column,Mulligan present in any Column,Sympathetic Arsenal present in any Column,Explosive Head present in any Column,Triple Tap present in any Column,Archer's Gambit present in any Column,Rewind Rounds present in any Column,Rampage present in any Column,Surplus present in any Column,Elemental Capacitor present in any Column,Demolitionist present in any Column,Tilting at Windmills present in any Column,Wellspring present in any Column,Keep Away present in any Column,Overflow present in any Column,Adagio present in any Column,Shoot to Loot present in any Column,Duelist's Trance present in any Column,Surrounded present in any Column,Micro-Missile present in any Column,Air Assault present in any Column,Cascade Point present in any Column,Immovable Object present in any Column,Firefly present in any Column,Kinetic Tremors present in any Column,Whirlwind Blade present in any Column,Lasting Impression present in any Column,Tracking Module present in any Column,One for All present in any Column,Threat Detector present in any Column,Swashbuckler present in any Column,Frenzy present in any Column,Iron Gaze present in any Column,Bottomless Grief present in any Column,Full Auto Trigger System present in any Column,Valiant Charge present in any Column,Incandescent present in any Column,Iron Grip present in any Column,Adrenaline Junkie present in any Column,Dual Loader present in any Column,Opening Shot present in any Column,Onslaught present in any Column,Headstone present in any Column,Reversal of Fortune present in any Column,Archer's Tempo present in any Column,Underdog present in any Column,Rapid Hit present in any Column,Firmly Planted present in any Column,Assassin's Blade present in any Column,Target Lock present in any Column,Harmony present in any Column,Blunt Execution Rounds present in any Column,Headseeker present in any Column,Recombination present in any Column,Steady Hands present in any Column,Moving Target present in any Column,Iron Reach present in any Column,Compulsive Reloader present in any Column,Pugilist present in any Column,Eye of the Storm present in any Column,Quickdraw present in any Column,Well-Rounded present in any Column,Repulsor Brace present in any Column,Hatchling present in any Column,Sneak Bow present in any Column,Impulse Amplifier present in any Column,Snapshot Sights present in any Column,Danger Zone present in any Column,Envious Assassin present in any Column,Pulse Monitor present in any Column,Kill Clip present in any Column,Adaptive Munitions present in any Column,Encore present in any Column,Celerity present in any Column,Cluster Bomb present in any Column,Fourth Time's the Charm present in any Column,Dynamic Sway Reduction present in any Column,Gutshot Straight present in any Column,Reservoir Burst present in any Column,Perpetual Motion present in any Column,Reconstruction present in any Column,Vorpal Weapon present in any Column,Lead from Gold present in any Column,Heating Up present in any Column,Stats for All present in any Column,Backup Plan present in any Column,Grave Robber present in any Column,Under Pressure present in any Column,Disruption Break present in any Column,En Garde present in any Column,Relentless Strikes present in any Column,Kickstart present in any Column,Firing Line present in any Column,Close to Melee present in any Column,Cornered present in any Column,Subsistence present in any Column,Slickdraw present in any Column,Hip-Fire Grip present in any Column,Under-Over present in any Column,Tap the Trigger present in any Column,Meganeura present in any Column,Timed Payload present in any Column,Replenishing Aegis present in any Column,Ambitious Assassin present in any Column,Energy Transfer present in any Column,Slideways present in any Column,Destabilizing Rounds present in any Column,Eager Edge present in any Column,Usage Rate in Slot (%),Global Usage Rate (%),Popularity Category
Ogma PR6,Pulse Rifle,Lightweight Frame,Primary,2342054803,52,70,38,73,15,55,19,32,27,55,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20991865652059827,0.11462960309499928,Niche
Antiope-D,Submachine Gun,Precision Frame,Primary,566976653,32,18,59,58,12,90,13,26,25,19,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026239832065074783,0.01432870038687491,Unpopular
Omniscient Eye,Sniper Rifle,Rapid-Fire Frame,Special,3454326177,36,70,37,72,2,55,40,5,55,57,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12450715916165178,0.04298610116062473,Unpopular
Circular Logic,Machine Gun,Adaptive Frame,Power,2187717691,33,58,40,59,11,80,16,53,41,50,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2412656558998023,0.2435879065768735,Niche
BrayTech Werewolf,Auto Rifle,Precision Frame,Primary,528834068,41,39,69,47,15,74,16,34,29,42,450,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.013119916032537392,0.007164350193437455,Unpopular
Liminal Vigil,Sidearm,Aggressive Burst,Primary,3138208275,39,35,58,85,22,94,12,27,56,20,325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3148779847808974,0.1719444046424989,Niche
Eternity's Edge,Sword,Vortex Frame,Power,2782325301,0,-1,50,-1,-1,-1,0,60,60,-1,-1,-1,-1,20,-1,-1,-1,0,0,40,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06591957811470006,0.007164350193437455,Unpopular
Stochastic Variable,Submachine Gun,Lightweight Frame,Primary,2272470786,35,50,33,52,12,95,14,36,15,27,900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1705589084229861,0.09313655251468692,Niche
Far Future,Sniper Rifle,Adaptive Frame,Special,893527433,48,41,48,62,2,52,45,4,70,42,90,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12450715916165178,0.04298610116062473,Unpopular
Qullim's Terminus,Machine Gun,High-Impact Frame,Power,1321506184,20,30,68,32,15,80,16,44,70,36,360,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3955174686882004,0.04298610116062473,Unpopular
Swarm of the Raven,Grenade Launcher,Rapid-Fire Frame,Power,1972985595,21,18,-1,27,6,63,13,5,-1,21,150,-1,-1,-1,49,20,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.26367831245880025,0.02865740077374982,Unpopular
Dead Weight,Shotgun,Rapid-Fire Frame,Special,3738678140,30,37,28,66,2,70,12,7,65,64,140,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.22826312512969496,0.07880785212781201,Niche
Crowd Pleaser,Grenade Launcher,Adaptive Frame,Power,3565520715,41,40,-1,58,6,70,13,5,-1,41,120,-1,-1,-1,32,50,-1,-1,-1,-1,-1,18,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.186552406064601,0.1289583034818742,Niche
Fortissimo-11,Shotgun,Pinpoint Slug Frame,Special,2821430069,46,56,61,57,1,55,12,5,70,50,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.22826312512969496,0.07880785212781201,Niche
Forgiveness (Adept),Sidearm,Aggressive Burst,Primary,2405619467,41,39,60,90,25,96,12,25,56,24,325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05247966413014957,0.02865740077374982,Unpopular
Ecliptic Distaff,Glaive,Adaptive Glaive,Special,3001205424,-1,49,53,73,12,-1,-1,4,80,54,55,-1,-1,47,-1,-1,47,-1,-1,-1,-1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.43577505706578135,0.15045135406218654,Niche
Half-Truths,Sword,Adaptive Frame,Power,3257091166,0,-1,40,-1,-1,-1,0,55,60,-1,-1,-1,-1,20,-1,-1,-1,0,0,40,20,29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.911667765326302,0.2077661556096862,Niche
Sondok-C,Submachine Gun,Precision Frame,Primary,1195725817,31,19,57,50,-1,87,13,27,25,24,600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013119916032537392,0.007164350193437455,Unpopular
Royal Chase,Scout Rifle,Precision Frame,Primary,2776503072,38,41,38,63,10,63,20,16,62,40,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.026239832065074783,0.01432870038687491,Unpopular
Compass Rose,Shotgun,Precision Frame,Special,2591111628,41,35,62,73,2,75,12,5,70,48,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3735214774849554,0.1289583034818742,Niche
Bayesian MSu,Pulse Rifle,Adaptive Frame,Primary,1678957656,47,38,35,57,-1,66,17,34,29,38,390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026239832065074783,0.01432870038687491,Unpopular
Last Man Standing,Shotgun,Aggressive Frame,Special,755130877,19,25,26,26,2,47,12,4,80,31,55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.020751193193608634,0.007164350193437455,Unpopular
Frontier's Cry,Hand Cannon,Precision Frame,Primary,1141547457,59,41,42,75,19,94,14,13,78,47,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05247966413014957,0.02865740077374982,Unpopular
Empty Vessel,Grenade Launcher,Lightweight Frame,Special,4255586669,24,64,-1,73,2,76,13,1,-1,65,90,-1,-1,-1,72,100,-1,-1,-1,-1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.12450715916165178,0.04298610116062473,Unpopular
Forge's Pledge,Pulse Rifle,Adaptive Frame,Primary,1076810832,52,39,38,61,19,51,17,36,29,42,390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05247966413014957,0.02865740077374982,Unpopular
Jurassic Green,Pulse Rifle,Rapid-Fire Frame,Primary,2603335652,41,19,27,76,15,50,17,35,23,27,540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.05247966413014957,0.02865740077374982,Unpopular
Cold Front,Submachine Gun,Aggressive Frame,Primary,2814093983,7,53,40,29,15,92,14,27,22,19,750,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0.05247966413014957,0.02865740077374982,Unpopular
Judgment of Kelgorath,Glaive,Aggressive Glaive,Special,2978226043,-1,28,71,70,13,-1,-1,3,95,35,45,-1,-1,25,-1,-1,25,-1,-1,-1,-1,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26976551151691225,0.09313655251468692,Niche
